,x,y
158,-342,-2005.775029292165
159,-341,-2026.8636659892766
160,-340,-1894.23905776449
161,-339,-2000.3307113389887
162,-338,-1949.0098223168823
163,-337,-2009.9875017387324
164,-336,-1926.2159561910498
165,-335,-1975.0646607197866
166,-334,-1926.3125372768438
167,-333,-1946.1859453802315
168,-332,-1888.013151826198
169,-331,-1939.5433131688487
170,-330,-1917.0980258749616
171,-329,-1860.6835202546522
172,-328,-1870.865867776356
173,-327,-1940.3058001005763
174,-326,-1889.9594256691612
175,-325,-1895.8216263104546
176,-324,-1853.41393702091
177,-323,-1843.3093944259401
178,-322,-1880.809761002377
179,-321,-1903.8349808424398
180,-320,-1845.2100983573982
181,-319,-1815.3395951877114
182,-318,-1873.9523811845097
183,-317,-1859.1110699590015
184,-316,-1870.0973816589626
185,-315,-1830.7030836463132
186,-314,-1816.6054339793723
187,-313,-1793.300644441541
188,-312,-1859.4763703377832
189,-311,-1877.2558284156744
190,-310,-1822.1796984657985
191,-309,-1777.8185520283046
192,-308,-1788.1387131551915
193,-307,-1839.787779905443
194,-306,-1827.8738482533379
195,-305,-1799.0352895810527
196,-304,-1830.4463049252076
197,-303,-1837.6070491895196
198,-302,-1775.6936653417283
199,-301,-1806.0599868960849
200,-300,-1750.3000240042893
201,-299,-1839.7831279568236
202,-298,-1832.2677048352978
203,-297,-1833.919652906392
204,-296,-1749.3621333043209
205,-295,-1730.0328446769543
206,-294,-1808.3279931421241
207,-293,-1789.2327611285862
208,-292,-1760.0933270696462
209,-291,-1752.271671154261
210,-290,-1716.4376885340876
211,-289,-1798.8826984921989
212,-288,-1705.3287301017745
213,-287,-1701.1928593501923
214,-286,-1808.211355575487
215,-285,-1786.760370974965
216,-284,-1788.6054570701483
217,-283,-1700.6741165183105
218,-282,-1699.4131528265227
219,-281,-1716.0682005932852
220,-280,-1758.8882434118295
221,-279,-1703.735847342807
222,-278,-1773.2996710780044
223,-277,-1741.7738505658915
224,-276,-1744.3372233105645
225,-275,-1662.8824199818227
226,-274,-1749.534165089009
227,-273,-1721.811512828261
228,-272,-1672.5790033507471
229,-271,-1647.1083970322716
230,-270,-1703.7759427186534
231,-269,-1739.5423315739574
232,-268,-1664.9832006936667
233,-267,-1637.9454463216614
234,-266,-1654.7943779673737
235,-265,-1680.1854911512648
236,-264,-1665.2958539327171
237,-263,-1645.4644108503971
238,-262,-1650.9430240037616
239,-261,-1617.9460313922714
240,-260,-1665.680319234696
241,-259,-1600.5972351678354
242,-258,-1658.2388497787201
243,-257,-1666.3871570114095
244,-256,-1677.9310196114088
245,-255,-1623.2315904562358
246,-254,-1601.843714108521
247,-253,-1607.641402774966
248,-252,-1585.3445023860293
249,-251,-1598.091891994653
250,-250,-1629.2737062885803
251,-249,-1620.1485596616214
252,-248,-1576.8080394143142
253,-247,-1599.8455577884056
254,-246,-1609.7338197450258
255,-245,-1634.8938805899993
256,-244,-1640.198926479535
257,-243,-1635.1756842693553
258,-242,-1583.9615646068025
259,-241,-1578.6512911143611
260,-240,-1561.9956350491634
261,-239,-1531.387403309492
262,-238,-1580.2366828259405
263,-237,-1567.0846114489045
264,-236,-1561.7313180230947
265,-235,-1510.8063053207738
266,-234,-1531.7715569883464
267,-233,-1530.7072265687202
268,-232,-1519.1985881999667
269,-231,-1549.182992615009
270,-230,-1546.9264627127293
271,-229,-1538.0673804117316
272,-228,-1497.222230795998
273,-227,-1552.3373428248467
274,-226,-1550.9102320363497
275,-225,-1495.166133721477
276,-224,-1530.0286410382785
277,-223,-1551.8982093442196
278,-222,-1519.5416275743557
279,-221,-1472.7876257591413
280,-220,-1476.319857633306
281,-219,-1512.2891481948886
282,-218,-1469.403089380466
283,-217,-1472.215205286165
284,-216,-1443.9129456542585
285,-215,-1448.4066435165494
286,-214,-1512.145348142848
287,-213,-1455.108917403568
288,-212,-1491.3435794058582
289,-211,-1433.358809074473
290,-210,-1489.0135716638852
291,-209,-1451.311666079323
292,-208,-1483.6595227626863
293,-207,-1450.2645263247136
294,-206,-1426.4983250330522
295,-205,-1403.2381290261476
296,-204,-1454.7264739769776
297,-203,-1429.4904285779508
298,-202,-1429.3787046765738
299,-201,-1392.937165600361
300,-200,-1401.0339099560344
301,-199,-1452.5290549314027
302,-198,-1404.68511030911
303,-197,-1375.9520321310495
304,-196,-1414.271197064976
305,-195,-1370.5316899760899
306,-194,-1381.1081343712542
307,-193,-1366.6176113364643
308,-192,-1392.7509554659193
309,-191,-1376.2350427740537
310,-190,-1411.477148079256
311,-189,-1366.5491328341477
312,-188,-1392.1697744761602
313,-187,-1403.661475672033
314,-186,-1399.3495441584992
315,-185,-1393.7175656978386
316,-184,-1379.297328603897
317,-183,-1381.4481490130784
318,-182,-1341.9292391011643
319,-181,-1343.4413289238744
320,-180,-1332.5858644824098
321,-179,-1341.0779274619888
322,-178,-1313.9341630156975
323,-177,-1361.6903613648608
324,-176,-1301.92555452786
325,-175,-1348.0661218961588
326,-174,-1351.7824466054535
327,-173,-1287.3014443040142
328,-172,-1311.4945801156568
329,-171,-1288.4812211035514
330,-170,-1283.8168822360863
331,-169,-1274.9570614593215
332,-168,-1329.5776020099204
333,-167,-1272.0104735509922
334,-166,-1301.5176597269099
335,-165,-1272.9941689025602
336,-164,-1299.7052488117815
337,-163,-1278.4327637990875
338,-162,-1279.475967204822
339,-161,-1273.4110798533954
340,-160,-1294.1701742051257
341,-159,-1280.346853010746
342,-158,-1271.9473164613164
343,-157,-1284.3262903711038
344,-156,-1261.7053172254143
345,-155,-1263.3055588974225
346,-154,-1249.3688612009462
347,-153,-1217.1255937133851
348,-152,-1272.068611014691
349,-151,-1237.9881866304074
350,-150,-1210.2709089372825
351,-149,-1253.3229020262793
352,-148,-1199.4424995812444
353,-147,-1241.110715325152
354,-146,-1238.9859847044
355,-145,-1212.6976055887544
356,-144,-1213.9286429976992
357,-143,-1187.1768725922952
358,-142,-1185.2613577447257
359,-141,-1190.827204938758
360,-140,-1222.6854442246015
361,-139,-1188.9228208541679
362,-138,-1170.9530458006514
363,-137,-1175.7908236260387
364,-136,-1204.7189352810474
365,-135,-1203.817095055906
366,-134,-1186.80381338305
367,-133,-1174.7217054833168
368,-132,-1156.4963534576545
369,-131,-1171.2963092183809
370,-130,-1151.5257021067382
371,-129,-1145.2736420636359
372,-128,-1158.960282855642
373,-127,-1162.0537478955641
374,-126,-1160.2113450760498
375,-125,-1119.7096622468982
376,-124,-1139.7605866503318
377,-123,-1122.372362345688
378,-122,-1126.2954635241463
379,-121,-1138.2975942202402
380,-120,-1099.177491490452
381,-119,-1139.0549162610012
382,-118,-1110.1491258043798
383,-117,-1089.241704070909
384,-116,-1121.1167439084932
385,-115,-1100.8689639031084
386,-114,-1118.4352372393537
387,-113,-1074.2355829303
388,-112,-1075.2814890598509
389,-111,-1073.3044058245878
390,-110,-1087.3152226941302
391,-109,-1076.2253452608181
392,-108,-1079.6722168383017
393,-107,-1071.1643689425512
394,-106,-1071.3636501110336
395,-105,-1058.1007575002081
396,-104,-1041.3135917278241
397,-103,-1041.301650197438
398,-102,-1053.125370929501
399,-101,-1033.9553437289865
400,-100,-1061.5267018883658
401,-99,-1038.4205223635374
402,-98,-1044.6952646258974
403,-97,-1045.9141538764839
404,-96,-1036.0043464246226
405,-95,-1007.4570300406108
406,-94,-1027.8867570953566
407,-93,-1030.433228711267
408,-92,-998.9909436987306
409,-91,-1014.0925684361448
410,-90,-1015.6167946042342
411,-89,-1012.1362556330429
412,-88,-1006.2701054001415
413,-87,-996.9873007261689
414,-86,-974.5976264708836
415,-85,-982.8987456079539
416,-84,-973.6881879691265
417,-83,-991.4746306511648
418,-82,-984.3435640249711
419,-81,-969.0639102383586
420,-80,-955.2488266694933
421,-79,-957.3549676790325
422,-78,-948.211964310218
423,-77,-950.9487568655047
424,-76,-961.2735299775461
425,-75,-937.4888547179149
426,-74,-953.2483793518973
427,-73,-953.4084930603537
428,-72,-943.7598462438536
429,-71,-946.266485966001
430,-70,-928.5321258701763
431,-69,-937.72728995462
432,-68,-923.5297803421034
433,-67,-915.7048185041923
434,-66,-927.6781501196593
435,-65,-910.2495229700319
436,-64,-913.8553327470665
437,-63,-912.3528505356351
438,-62,-894.9051451516967
439,-61,-904.781860256985
440,-60,-881.6341838051911
441,-59,-890.9861864158561
442,-58,-880.0232327931326
443,-57,-888.4618920011109
444,-56,-871.6201472983017
445,-55,-870.2222135920136
446,-54,-879.2815959045408
447,-53,-866.5728484962949
448,-52,-869.8128653340482
449,-51,-864.24043467806
450,-50,-863.0651073699967
451,-49,-847.7193092540374
452,-48,-845.160339881853
453,-47,-845.9467962279687
454,-46,-835.7203182588906
455,-45,-843.2141845634693
456,-44,-838.0386076469672
457,-43,-820.7003925514316
458,-42,-823.2182042148294
459,-41,-815.490943534234
460,-40,-814.4746365720691
461,-39,-806.0188146561688
462,-38,-810.0431842722365
463,-37,-806.4893783279665
464,-36,-804.34272597185
465,-35,-791.279354004178
466,-34,-792.6967839958253
467,-33,-784.7689445237407
468,-32,-782.9255546886643
469,-31,-776.9429215034953
470,-30,-780.5913538147032
471,-29,-771.6191431896651
472,-28,-774.4322717566001
473,-27,-771.8992350607967
474,-26,-765.2953415397639
475,-25,-762.1308401172442
476,-24,-751.1315171393412
477,-23,-756.3662848356419
478,-22,-751.1830022774215
479,-21,-744.4761802848772
480,-20,-743.9693831585195
481,-19,-733.6221940739711
482,-18,-730.1247542526351
483,-17,-727.3814624579162
484,-16,-723.2089530111206
485,-15,-724.30207962271
486,-14,-719.5435256875807
487,-13,-715.1663410404134
488,-12,-710.3463114327752
489,-11,-706.4859797818649
490,-10,-703.647345615067
491,-9,-698.6339800457629
492,-8,-695.7435413564351
493,-7,-690.1165987849856
494,-6,-686.6004945104326
495,-5,-683.4437966033593
496,-4,-679.1908429693628
497,-3,-675.6395816464058
498,-2,-672.239879391442
499,-1,-668.0709328128622
500,0,-664.4
501,1,-660.7323402174466
502,2,-657.1169021525677
503,3,-653.0131212099162
504,4,-649.2856632357024
505,5,-645.9365509902434
506,6,-641.5128837108449
507,7,-637.4929769924072
508,8,-633.1810390061306
509,9,-631.6197223351054
510,10,-626.3462362651127
511,11,-622.4679502819439
512,12,-618.5755725051984
513,13,-613.9153130191853
514,14,-609.6905225072965
515,15,-609.9490653302606
516,16,-601.800905064733
517,17,-596.6596398768585
518,18,-596.8180464121327
519,19,-591.0992911635766
520,20,-589.4960112190337
521,21,-588.2177062894928
522,22,-581.9286000638118
523,23,-576.8763668506273
524,24,-577.579676631251
525,25,-573.7180863210608
526,26,-563.3677495489591
527,27,-563.4315804917541
528,28,-556.7032000430781
529,29,-549.9668096301723
530,30,-550.7009969264103
531,31,-543.8252058207627
532,32,-546.1287704767731
533,33,-535.1568411310686
534,34,-528.4476118124688
535,35,-534.3546543166973
536,36,-528.8139864615255
537,37,-529.4057126662123
538,38,-524.5056894619682
539,39,-520.5505209209543
540,40,-506.97164254146503
541,41,-515.5636651517864
542,42,-498.19953572658375
543,43,-497.83553935593153
544,44,-495.88502897909655
545,45,-485.0317586642855
546,46,-491.4625057556798
547,47,-483.5007161812033
548,48,-479.08647407206547
549,49,-475.96278808247024
550,50,-477.813723988266
551,51,-461.0211924914865
552,52,-459.6371059507142
553,53,-470.6226929406282
554,54,-458.36523348477596
555,55,-459.79600758648536
556,56,-443.8386977370827
557,57,-437.6425535997261
558,58,-439.7243774002216
559,59,-429.09234226931073
560,60,-436.7502093116728
561,61,-433.68839227077586
562,62,-422.9642770303692
563,63,-423.0822929976997
564,64,-426.7468342018036
565,65,-408.6110776729651
566,66,-406.94453211377447
567,67,-421.6969638986924
568,68,-395.1436880584038
569,69,-403.0857367952909
570,70,-411.71670045696357
571,71,-384.98927402244675
572,72,-390.60277202511355
573,73,-381.88315512567095
574,74,-385.93731456045515
575,75,-380.902469978334
576,76,-370.7890486355514
577,77,-386.29808406608555
578,78,-368.6643708072678
579,79,-367.8732270334954
580,80,-348.0707501747097
581,81,-345.9303151440493
582,82,-360.85214761295543
583,83,-334.69920552355904
584,84,-329.3081934127135
585,85,-340.25689947085124
586,86,-321.86860997157714
587,87,-334.8656679528714
588,88,-339.23861755616383
589,89,-316.2142005676467
590,90,-323.99358292165596
591,91,-327.1980873863134
592,92,-329.77972966604943
593,93,-320.70379762691715
594,94,-307.8742413220183
595,95,-287.3477565885045
596,96,-307.94326450794813
597,97,-312.8038100310707
598,98,-276.18659127732843
599,99,-276.64527475067683
600,100,-286.4832735118892
601,101,-283.2107463232416
602,102,-258.17932252423657
603,103,-289.698983950963
604,104,-286.36005623720234
605,105,-265.0336505236132
606,106,-261.4405802269387
607,107,-260.69141999713133
608,108,-253.88587077359077
609,109,-239.57618171299202
610,110,-229.14540194930902
611,111,-252.11614522053284
612,112,-244.26413570455009
613,113,-229.31967602898712
614,114,-244.90029574696712
615,115,-250.08001553392842
616,116,-209.6871542826735
617,117,-230.01457962855875
618,118,-235.34063678053226
619,119,-211.37224707740813
620,120,-198.49031106497546
621,121,-206.90529293914997
622,122,-211.15261444870387
623,123,-218.67168022862862
624,124,-170.02769484418042
625,125,-209.27422042370173
626,126,-209.7689357260291
627,127,-162.35132369919313
628,128,-185.7153333950607
629,129,-153.44181707366565
630,130,-168.28217573791585
631,131,-177.04620116359774
632,132,-173.29705626156877
633,133,-140.0533564344992
634,134,-178.96813514710314
635,135,-137.0481491142535
636,136,-156.68381506676843
637,137,-135.85261721267634
638,138,-139.4096870093044
639,139,-148.09215095778654
640,140,-155.32065251595606
641,141,-131.0916067461741
642,142,-146.2376968290664
643,143,-126.33838381252266
644,144,-143.88910201652166
645,145,-86.0625979289162
646,146,-127.29453555142543
647,147,-100.58633834232651
648,148,-130.07094960203943
649,149,-117.33105835396336
650,150,-71.77902297377425
651,151,-70.92957888827783
652,152,-109.9558349743765
653,153,-93.15929120468718
654,154,-64.30247835616942
655,155,-103.67433323591223
656,156,-57.250369588155664
657,157,-47.4550178293332
658,158,-93.42310708423196
659,159,-48.2455398214985
660,160,-24.402372723811546
661,161,-64.69056490740363
662,162,-66.05213065547153
663,163,-29.50513324193895
664,164,-17.386909247525587
665,165,-65.0342387744789
666,166,-45.329143378963195
667,167,-33.089051161983214
668,168,1.1582741999490054
669,169,-42.390879979340305
670,170,-21.120392460786594
671,171,-17.484820937056462
672,172,10.21881765472294
673,173,-0.7746379744221414
674,174,-20.90758777046417
675,175,22.694648747285086
676,176,11.718684075583148
677,177,7.129224091743005
678,178,15.395035514780169
679,179,19.366471736833766
680,180,21.29242295886221
681,181,46.85413586907204
682,182,23.762409603857463
683,183,0.7049209278975646
684,184,49.19728852617551
685,185,36.75714251144141
686,186,11.788556073729424
687,187,20.441386780836275
688,188,35.278095766907555
689,189,57.71580267972507
690,190,61.159456298400926
691,191,94.6864135647647
692,192,57.76835124699062
693,193,68.66816754378917
694,194,99.46504344331312
695,195,49.99640598322232
696,196,81.95385670832675
697,197,51.368170507884315
698,198,106.29816630315571
699,199,80.06479103931873
700,200,123.05054444268251
701,201,131.98349385775182
702,202,80.7801816112865
703,203,92.71946343213476
704,204,138.9732839595697
705,205,123.47743973808589
706,206,125.10923438231086
707,207,94.17953363151855
708,208,146.62284135280993
709,209,160.73231524919456
710,210,159.48222912474944
711,211,150.17137774496464
712,212,109.82381270134304
713,213,147.78884659058818
714,214,171.3021184978436
715,215,161.55828150452754
716,216,170.31923853467592
717,217,120.45665296286266
718,218,155.2854785450544
719,219,202.45240515199322
720,220,215.19830027133565
721,221,177.67907128629219
722,222,149.28806553181033
723,223,161.24436432658914
724,224,228.40559368868782
725,225,182.86503333200554
726,226,236.74785399197992
727,227,222.01912655288373
728,228,211.2480505645061
729,229,220.25261522465365
730,230,182.25354423920078
731,231,219.89236691501907
732,232,212.9367781671687
733,233,264.9274717744181
734,234,184.28420078594792
735,235,222.73531512778496
736,236,224.7384015599799
737,237,223.97665409277005
738,238,268.4298276116792
739,239,234.49648390386218
740,240,233.19746707107413
741,241,218.15193088084573
742,242,238.12560256417916
743,243,235.9887092799418
744,244,225.9750327067789
745,245,305.0113396548595
746,246,228.64894824686002
747,247,290.1868432313253
748,248,241.42655982208913
749,249,320.38349880029205
750,250,262.6344284378745
751,251,271.9484474968741
752,252,300.28678534086146
753,253,263.4143855066401
754,254,344.5850331413336
755,255,284.1881632344983
756,256,340.638646751558
757,257,267.2394895528439
758,258,304.39945122393584
759,259,326.14984149563765
760,260,362.5926117757914
761,261,369.6875571469946
762,262,347.3185807839944
763,263,381.3601848494576
764,264,351.27587664264087
765,265,321.01459361984683
766,266,389.50862246101246
767,267,362.3999797014918
768,268,311.24619328427235
769,269,345.5292975674251
770,270,316.02443714431905
771,271,397.1431994051252
772,272,373.80611122126635
773,273,382.782559420179
774,274,332.95011789121935
775,275,407.8938841897817
776,276,417.06038456548924
777,277,442.77048882102986
778,278,367.0584216987964
779,279,386.5986256064337
780,280,409.75886333990684
781,281,357.3616776671347
782,282,360.8314866019294
783,283,384.2406376365818
784,284,387.70418393697315
785,285,370.24291091918076
786,286,375.3310541035172
787,287,426.7976249459519
788,288,383.28647281584745
789,289,428.1733005360201
790,290,464.4333742392796
791,291,470.1188922504606
792,292,463.8977727697586
793,293,453.3445958718213
794,294,462.93874560206575
795,295,510.0308538295627
796,296,507.32233732336095
797,297,457.283117277559
798,298,414.5105098665077
799,299,482.5076764540735
800,300,468.89371405670806
801,301,434.045210571759
802,302,443.07599752460453
803,303,426.9220798345841
804,304,541.1950329739587
805,305,516.5760213517858
806,306,444.2572256667289
807,307,488.26300128897014
808,308,525.0524926440935
809,309,506.08909644309625
810,310,496.8268247569783
811,311,564.7502963475745
812,312,516.101486163446
813,313,531.5106775874306
814,314,572.0158376064372
815,315,553.8231134034704
816,316,548.0997122453782
817,317,477.3939183850169
818,318,494.38180583123744
819,319,542.6196119781564
820,320,526.3326400068053
821,321,560.8757213370747
822,322,497.37495992691896
823,323,519.0767383970895
824,324,624.8451154812761
825,325,583.3256678486322
826,326,629.2319965184655
827,327,570.808185688785
828,328,535.6725551968276
829,329,546.5882105869903
830,330,581.2529689643054
831,331,588.4311154751744
832,332,657.2776563413428
833,333,563.988137180827
834,334,562.799043238075
835,335,557.6570852757709
836,336,565.3007836243695
837,337,614.5500237271617
838,338,579.4033237259102
839,339,606.9411216941515
840,340,623.8551757957156
841,341,643.5595746777615
842,342,596.7199168631585
843,343,618.3409265548331
844,344,596.5589500496004
845,345,582.6844988983497
846,346,633.3590367301435
847,347,608.6401122792502
848,348,630.957172490723
849,349,666.3587305304636
850,350,623.5772762599175
851,351,683.7869015467028
852,352,689.1506586919274
853,353,611.3384971729267
854,354,663.2499511350959
855,355,710.8574833364223
856,356,679.7860505430099
857,357,657.7040919616758
858,358,761.5637295576256
859,359,701.9751552839022
860,360,676.2909086062714
861,361,732.255243307412
862,362,679.1245480551348
863,363,646.3923469527227
864,364,674.4732485790096
865,365,726.9444832159011
866,366,774.3894952761763
867,367,726.7701323327188
868,368,713.0396897890108
869,369,801.6761291705652
870,370,766.6238174294944
871,371,817.4407120947668
872,372,746.8469682195904
873,373,773.8366081439633
874,374,737.2663234874782
875,375,690.1105541841433
876,376,763.2825640760775
877,377,731.147840608115
878,378,816.2981530991996
879,379,731.7553237956976
880,380,773.469336552201
881,381,743.8328594154924
882,382,848.1489932503246
883,383,727.6999088132521
884,384,744.6552875149515
885,385,734.3571499976077
886,386,739.8095028220845
887,387,736.0006629995501
888,388,808.889481599566
889,389,794.4973586525125
890,390,878.8846778597533
891,391,850.953624426598
892,392,750.4884281006098
893,393,857.5755155288931
894,394,836.7182470300052
895,395,848.2987923179502
896,396,843.7932116936453
897,397,788.2100179676099
898,398,849.8406560075009
899,399,917.5449747251735
900,400,933.6322902953023
901,401,794.5326562328037
902,402,880.5344636330059
903,403,880.4062001010236
904,404,793.9409240616328
905,405,871.8779386535441
906,406,916.2952374568545
907,407,843.3028015025167
908,408,873.589609946916
909,409,932.3785417016743
910,410,943.2753292885982
911,411,948.5777610006954
912,412,906.4403501969229
913,413,900.5908090983828
914,414,948.2806497632519
915,415,833.334607022851
916,416,931.3431707632764
917,417,987.3143289985143
918,418,857.8671226261765
919,419,940.4685563061507
920,420,962.4544070221823
921,421,861.782678338383
922,422,977.815613136458
923,423,928.0843553736022
924,424,943.0186235380144
925,425,913.1913902487404
926,426,871.5396833652513
927,427,977.9644489242503
928,428,925.8727855655807
929,429,1008.0786175016307
930,430,921.689139011923
931,431,948.1810559134011
932,432,1035.3095735507482
933,433,1055.2988361010557
934,434,933.0508366036701
935,435,932.5099770675153
936,436,992.75148805228
937,437,987.646512580729
938,438,967.1784179051491
939,439,984.9640286236585
940,440,1056.9494832861142
941,441,994.7489117341739
942,442,1062.2195317772187
943,443,1003.5505236064581
944,444,1030.8847865183322
945,445,1034.9681976444247
946,446,1097.374651600857
947,447,988.9142383858274
948,448,986.7465713331471
949,449,1042.8182972305585
950,450,1057.8687412641505
951,451,1090.1979222720638
952,452,1082.1985699662926
953,453,1143.8857676947407
954,454,1130.2869799607397
955,455,1090.3918386067587
956,456,990.6769365512331
957,457,1129.9996532089594
958,458,1147.195707104606
959,459,1159.6152021466078
960,460,1050.3548303941488
961,461,1167.8472920038735
962,462,1159.6698353997315
963,463,1039.561272976676
964,464,1067.6675635968809
965,465,1193.5118501386432
966,466,1063.7510455316824
967,467,1101.5992658079267
968,468,1033.917248704074
969,469,1123.1805804463538
970,470,1078.7218001666442
971,471,1133.2217859651048
972,472,1131.8463089683496
973,473,1207.972062536285
974,474,1089.4764892709609
975,475,1218.6705474469227
976,476,1211.0753348669155
977,477,1116.0018657927628
978,478,1171.2980169055463
979,479,1231.2261198949088
980,480,1215.0351303713637
981,481,1181.8953851724632
982,482,1070.8448602085634
983,483,1260.1099738894504
984,484,1177.191496965941
985,485,1196.8315359159014
986,486,1165.3213637074562
987,487,1159.14368114856
988,488,1098.7226255556352
989,489,1248.2067820616958
990,490,1209.3326323158683
991,491,1228.053098410917
992,492,1285.8997199048276
993,493,1269.4234743433017
994,494,1302.6963722884773
995,495,1256.9763430182286
996,496,1312.811642653713
997,497,1227.042669721823
998,498,1307.3324519561595
999,499,1236.8663845196709
